customer_review,NPS Score
"Brussels to Istanbul with Turkish Airlines. Not a fast check in and used the fast track for security in Brussels. Tired old SN loung, which needs revamping. Good staff though. A231 with 3x3 seating and middle one free. Excellent on board staff and poor food. Return leg used the fast check in, best I have ever used, private entry for C class to the lounge with exclusive security and passport control. Lounge is fabulous but always busy. This time not remote gates, so a little bit of a bliss. Seats were 2x2 which some A321 have, and to me they are the best C class in Europe.",Passive
"The worst experience with a flight I have ever had. I was traveling from Miami to Tehran and the flight had 1 stop in Istanbul Airport and I needed to change the airport. The first flight from Miami to Istanbul had 4 hours delay and I arrived late and missed the second flight. Although my second flight was also by Turkish Airline, they refused to help me as an alone woman and did not take the responsibility and I was stuck in the airport desperate and helpless with luggage crying. I had to pay over $500 for the second flight while it was their responsibility to send me to the destination because of the delay occurred during the first flight. Never use this airline at least for overseas trips.",Detractor
"Pisa to Manila via Istambul. I bought this flight because the good price, but i had a lot of problems. When the trip started they changed the route, Pisa-Istambul became Pisa-Bologna-Istambul, in fact I had to run fast to get the connection to Manila, but they didn't put on that flight my baggage. I arrived in Filippine but my baggage arrived very late - about 8 days!! And it caused a lot of problems to me. When I had to come back to Italy they cancelled my flight Istambul-Pisa and gave me one day after flight. I think it was the worst service.",Promoter
"Miami to Thessaloniki via Istanbul with Turkish Airlines. The aircraft was excellent and almost new, the seats lack space but the inflight cabin service was great as was the inflight entertainment. Food was plenty but not that tasty. The crew was very polite, some lacks foreign languages.",Promoter
"Miamai to Skopje via Istanbul, flying for the first time with Turkish Airlines and I am satisfied. The staff is friendly, the food is great and they even have fresh lemonade and orange juice. The seat was comfortable, and the ticket I bought was really cheap comparing with other airlines.",Promoter
"Istanbul to Sao Paulo with Turkish Airlines. I arrived at AtatÃ¼rk Airport at 6:00am of Feb. 4th. (so more than 3 hours before the departure time). The lady who attended me at the check-in counter first gave me the boarding tickets putting me and my family in sequential seats in the same row (51). But before she gave me the boarding tickets, she decided to talk to another attendant and after that she decided to reprint the tickets putting us in totally different seats. Note: one of the passengers was my daughter and she is just 1.5 years old! I tried several times to explain to the check-in lady that I was flying with my daughter and at least the father or the mother must travel together with her â€“ I bought a seat for her just to provide better accommodation and to not bother the other passengers. But she became angry and arrogant, just told me that I would have to solve this â€œproblemâ€ by myself with the gate staff or even with the flight attendants, or even ask people in the airplane to change the seats with me. So in summary the problem was created by Turkish Airlines and I would have to solve it by myself. At that time, I started to be angry with the arrogance and incompetence of the check-in staff, starting with the point that is simply unacceptable to have people working for Turkish Airlines in the International check-in desk who are not fluent in English â€“ without mentioning that they simply ignored the fact that a 1.5 years-old baby would fly alone with the insane arrangement this lady provided me at the check-in desk. Well, still following the instructions gave to me by the check-in lady, two other ladies who were working at the gate simply ignored my requirements. Only after I had to yell to one of that women, she told me (with a very angry face that she could not help me and I would have to solve this problem by myself inside the plane. When the gate was released for embarking, another employee required and took over my tickets and asked me and my family to wait outside the finger. We waited about 20 minutes and when almost all passengers entered into the plane, another employee gave me the tickets back and said that I would have to solve the problem by myself. At that time, I was fed up with the arrogance of employees who forced me to wait 20 minutes for nothing, and once I entered into the plane I had to start to yell in order to be attended by the chief of flight attendants, who had the courage to propose my wife to hold my daughter in the same seat, giving away to another passenger the extra seat that we bought. Only after I suggested to call the airport Police and required the presence of the airplane captain (and at that time my wife and my daughter were already crying) the crew moved and miraculously three seats appears at row 47!",Detractor
"I recently flew Turkish Airlines on a morning flight out of Istanbul to Amsterdam. The staff at the Star Alliance Gold Lounge were very unfriendly and did the bare minimum to welcome guests. Boarding for this flight was chaos where Star Gold passengers boarded last. Onboard the crew didn't greet passengers. Plane was showing its age, meals were cold and tasteless and toilets were not cleaned at al throughout the short 3 hour flight. I won't be flying this airline again!",Detractor
"Tokyo to Barcelona via Istanbul with Turkish Airlines. Best economy class in all aspects. Toilet were maintained clean during flight, food is excellent, and crew attitude are great. Washrooms hand cream, colon and aromatic soap made big difference to refresh during a long flight between Tokyo-Istanbul.",Promoter
Singapore to Edinburgh via Istanbul on Turkish Airlines. Comfortable journey with very good service on both sectors. Excellent check in at Singapore and smooth boarding. Modern aircraft with very good amenities and food. Cabin staff were friendly and helpful. Easy transit in Istanbul and punctual departure for Edinburgh. Boeing 737 on the second sector was modern and comfortable. In flight entertainment was fine - food and service likewise. I think Turkish Airlines represents great value for money and on the basis of my experience I'd have no hesitation in flying with them again. Very satisfied customer!,Promoter
"Do not fly from Cape Town with Turkish Airlines. Business class did not have flat beds as they admit that the oldest A340-300 planes are used on this route. This resulted in the most uncomfortable night. The exclusive to business class toilet was out of order and the other toilets are very small. The entertainment is pathetic. There is no book containing the entertainment options available. The movies are extremely limited compared to other airlines and the main blockbuster has long ago left even the south African circuit. When I wanted to change my flight to the Cape Town - Johannesburg route so as not to be subjected to this plane again it cost me more than 6 thousand rands and I still have to pay for the trip from Johannesburg to Cape Town. Pay more with another airline but don't use this one, particularly not from Cape Town.",Detractor
"Casablanca to Hong Kong via Istanbul with Turkish Airlines. Great check-in at Casablanca, nice lounge, food selection was various and high quality. Casablanca to Istanbul the service on board is quite impressive. The cabin crew pay attention to details and the food selection is extremely good. I would criticize the inflight entertainment since they don't have a big selection of movies. Turkish Airlines lounge in Istanbul is the best I've been to in Europe. The food was amazing. Free massage offered and iMacs available. Istanbul to Hong Kong no complaints. Turkish Airlines offer free wifi access to its Business Class cabin and it works perfectly.",Promoter
"Worst customer service I have experienced. I arrived at the Turkish Airlines check in counter in Istanbul 2.5 hours prior to my scheduled departure and was told the flight was overbooked so I would be placed on standby, but should get on the flight. I didn't and from there the nightmare began. I was sent to 4-5 different counters and told different instructions at each one. No one at Turkish Airlines seemed interested in getting me on another flight. I understand overbooking flights is a common practice by most airlines, but there appeared to be no standard process in place to deal with passengers who have been bumped. The staff were extremely rude, unhelpful and offered no apology for my 7 hour delay. There was promise of compensation, but I haven't seen any compensation yet. Turkish Airlines customer service out of the airport seems just confused and unhelpful as in the airport. Terrible experience.",Detractor
"While in Nepal we were informed of a 2 hr delay of our Turkish Airlines return flight upon arrival in IST. There was no info about the connecting flight to Stuttgart for which there would be only 1/2 h to get it. Back in KTM we learned that we'd have to stay the night in IST. We managed to get a flight a day earlier, thus at least making up for the time loss. The flight was very pleasant. But info and service on arrival that evening in IST was appalling. We had to find our own way through the airport, no signs and not knowing where to report for the hotel supplied by the airline. After standing in line for the passport controll we were told we need a visa, so we had to go back to another counter and pay 50 USD for a visa. When, finally finding the counter for the hotel, there was another long lineup and and afterwards we sat waiting for a shuttle. The hotel was 10 min away, very nice and we got a late supper around 22:30. The food was disappointing. Next morning, without breakfast, we had to shuttle back to the airport at 5 in the morning for a 9:30 flight. We were through security and passport controlls by 5:30, the gate wasn't announced until 8:20 and only then we were able to go and sit. All these are things that happen when travelling. But what annoys me to no end is that the airline refuses to refund our visa fee. What makes it worse is the reason given: we supposedly acknowledged the delay when we altered out flight, flying a day earlier. I suppose we did acknowledge the delay -2 hrs is nothing - but we certainly did not acknowledge additional expenses. The downtown airline office in STG does not deal with customer complaints and is not helpful in any way. The same applies to the airport office. My request then forwarded to IST was first returned because it was in German. For every message to IST one has to jump all the hoops on their website and over and over again fill out the forms. The very poor info-policy and service of Turkish Airlines, the only way to deal with the airline through IST and not in one's own country and the refusal to refund our visa fee totally spoils an otherwise pleasant experience with the airline.",Detractor
Istanbul to Kuala Lumpur with Turkish Airlines. Warm welcome from cabin crew and always smiling during the flight. Service very good - suprised for economy class to be served with amenity kits which were really nice. IFE was updated and seat was comfortable for long haul. Overall nice service with nice meal as well.,Promoter
"Turkish Airlines flight from Ankara to Istanbul with 6 hours delay on 21 January 2016. Boarding time was 10.25 and departure (scheduled) 10.55. Boarding completed and the gate was closed around 10.45. Normally this route is only 50 minutes. There was severe snow in Ankara. The aircraft has waited nearly two hours before take-off. Two hours later gave the news the flight had been cancelled. The passengers were requested to wait in the aircraft till it boards the gate. However 40 minutes after the announcement of cancellation, we heard another announcement that the aircraft perform its flight, however certain passengers declared that they do not want to fly, so the aircraft will wait till they leave and then perform the flight - the cancellation decision has been cancelled. Certain passengers left the aircraft voluntarily. Those who opted to fly waited till their luggage be removed. The following surprise was, the aircraft accepted new passengers once certain passengers left and their luggages removed. The newcomers luggage loaded in Cargo. Then another announcement ""Those passengers Who do not want to fly may get off"". A second wave of passengers left the aircraft and their luggages removed. The total delay has been 6 hours. Two consecutive flights on the same ESB-IST route after our TK2127 have been performed with 60-90 minutes delay. Snow is not sufficient to explain the reason of such delay. The cabin crew was really helpful and they served water, food, beverages with a pleasure. However Turkish Airlines failed the crisis management. The cabin crew performed the security demonstration three times because the aircraft was incoming new passengers as some other passengers preferred not to fly and leave. I had an intercontinental flight with KLM departing from Istanbul and I could tolerate 6 hours delay maximum, unfortunately I lost my intercontinental flight. A delay over 6 hours was out of my imagination. If the flight had been cancelled, I would not submit any complain and acccept the situation. I firmly believe that this extraordinary delay happened because the new passengers have been accepted to the aircraft, rather than the security concerns.",Detractor
"After reading so many negative reviews about this Turkish Airlines it was keeping me up at night fretting over things going wrong, yet it turned out to be almost perfect. All 4 flights across our entire journey from London Gatwick to Incheon via Istanbul left on time and arrived early. The staff were very friendly and the food was good, I'm not a huge eater while up in the air due to altitude sickness but what I did have tasted great. The IFE was pretty standard, however I spent most of the time listening to my music. The aircraft's for the IST-ICN-IST legs of the journey were brand new, clean and shiny, I had no complaints about seat pitch or leg room, but then again I am only 5ft tall. Would fly again. They're cheap and my low expectations made for a lovely surprise.",Promoter
"Booked Turkish Airlines flights from Birmingham to Dhaka return via Istanbul. Original return flight had 2 hr transit in Istanbul on 2nd January 2016. Return flight was rescheduled 5 hrs later, with a 14 hr transit. I wasn't informed I would need a visa for the hotel accommodation. Got visa at Istanbul airport after queuing for 1.5 hours, was taken to hotel another 4 hrs later, then 4 hrs later was rushed back to the airport where I had to wait another 3 hours for my connecting flight. During this time, no food was provided. I arrived home some 19 hours later than my original return time. I will not be using this airline ever again.",Detractor
"I flew with Turkish Airlines between Istanbul Sabiha Gokcen Airport to Frankfurt-Am Main Airport. Surprisingly, we took off from Istanbul on time which was important because whenever I have been to Ataturk Airport we always wait on the taxiway which can sometimes take 1 or 2 hours. Unfortunately, there wasn't any personal TV screens but the food was good. The seat was confortable and the crew were cheerful and helpful. I recommend Turkish Airlines if you want some comfort and a cheerful crew.",Promoter
"The Houston boarding and the return out of Istanbul was unorganized and chaotic at best with people rushing the gate with Turkish Airlines. However, once on board things became very pleasant. The service, the food, the flight attendants all were just as they should be. This is a 2100 hour flight. We food/drink service started fairly quickly after takeoff, we skipped the ample dessert opting to get some sleep. As usual the food is excellent. I think the sleeping arrangements are more comfortable than both Lufthansa and South African (slightly better). The movie selection is good and the screen is nice size. Breakfast was the usual omelet with fruit, and cheeses along with coffee and tea. All good.",Promoter
"I had a great journey from Manchester to Kuala Lumpur via Istanbul. Flight attendants service and attention was magnificent. The food was very good, seats comfortable and check-in experience also fine - being business class I had priority boarding at all airports which went smoothly. Had minimal deley throughout the journey, even transfer through Istanbul was easy and hassle free. No issues with luggage and the lounges at all 3 airports were very pleasant, however the Turkish Airlines lounge at Istanbul was extremely busy. Only little niggle was that I was unable to connect to wifi on the Istanbul - KL leg of the journey - just wouldn't work even though they tell you it's available. I can't fault them.",Promoter
"A new A330 from Bangkok to Istanbul and onboard Wifi and Live TV functions were available. Free for Business Class passengers. I have been flying TK for over 20 years and this was one of the most energetic, sincere and smiling crew I have come across. Even the Purser made a genuine effort to please passengers, which is not very common. Catering was good. The only letdown was that I wasn't able to use the kiosk for check-in at BKK which meant that I had to wait almost 2 hours for ground agents to arrive to the counter. The Turkish Airlines Airport office at BKK was not staffed as usual. The EVA Air lounge at Bangkok is much better than Thai Airways Royal Orchid.",Promoter
"As a regular customer of Turkish Airlines I now have to write a review of the horrible experience we had flying back from Addis Abeba om Jan 2nd (plus the delay of our luggage on the way there on Dec 20th). It started on arrival in Addis on Dec 20th, none of our 5 bags had made it, it turned out that due to a change of plane there was not enough space in the hold and they had left most of them behind in Istanbul. Had to go back to the aiport the next day to get the bags, fortunately they were all there. Then on the way back our flight to Istanbul had a delay of more than 3 hours. We all boarded but then had to sit on the tarmac for 1.5 hours because they had to unload half of the luggage and told us it would arrive later. Of course we missed the connection in Istanbul and were greeted with total chaos due to the fact that extremely light snow had fallen. We had to queue for 4 hours together with hundreds of other people, no water, no food, many very angry people and no help whatsoever from any Turkish Airlines staff. To make a long story short: only because I insisted on getting on a flight that day were we lucky enough to be put on a flight to Amsterdam (not Brussels) which departed in total chaos as well. Many people were stranded for more than one night. We arrived in Amsterdam with 14 hours delay and no luggage. This was delivered to us after 5 days. Service on board this time was a lot less as well, IFE was not working or was not there at all, food was not as tasty and it was a very old plane on the leg to and from Addis. Next time I fly to Addis I will use another airline.",Detractor
"25 hours prior to departure I am informed by Turkish Airlines email that my flight (Muscat to Manchester via Istanbul) is cancelled, and next flight is 24 hours later. Too late for the funeral I was attending. 3 hours later being put on hold and told that nothing can be done and please go to the airport (only 3 hours drive away) decided to give up and book Emirates instead. Hope I get a refund (paid weeks ago through credit card). Being an Elite Card member served no advantage in the discussions either. They have a good business class lounge for members but that is where it ends. So disappointing as have been loyal over the years.",Detractor
"Denver to Kathmandu via Istanbul with Turkish Airlines. Great food, but once you land in Istanbul, they don't give any damn about service. You will see staff on their personal phone surrounded by frustrated customers trying to find answer. I literally had to yell to catch attention. No empathy but lot of attitude. Also, I found few staff with no English at all.",Detractor
"Ankara to Boston via Istanbul with Turkish Airlines. Flight had nice service on flight, but at the crews convenience. First flight from Ankara to Istanbul was late which resulted in running to my international flight on the other side of Istanbul airport. That flight also took off late which put my arrival in Boston late. Once in Boston we sat on the runway for an hour waiting for a parking place. Completely unacceptable. You get what you pay for, so if you want a cheap flight that is not on time, this is the one to fly. Will not fly again.",Detractor
"Boarded my Turkish Airlines flight from Madrid to New Delhi via Istanbul on 21st January. My flight was late from Madrid so I caught my connecting flight runningly. When I landed in New Delhi I got to know that my baggage is stuck at Istanbul.They assured me that my baggage will be delivered to my doorstep within 24 hours. Today it's my third day of a week long trip only and they still hasn't delivered my luggage. The third vendor who they are using to deliver delayed baggages is rude and said that we will deliver it and we can't tell you when. No one is picking the phone and by chance if you are lucky and they pick up, they simply tell you ""we will update you"" which they never do.",Detractor
"Istanbul to Amsterdam with Turkish Airlines, and terrible service on the ground and in the air. Apparently the plane got changed, so people got assigned new seats by hand at the gate. My friend got reallocated from 5 to 27, last row in the plane, because a local guy didn't like sitting in the back. When he complained, he was talked to very rudely. The lady handling our queue all of a sudden decided to do something else, and leave us waiting. Boarding itself was according to row, but didn't get enforced, so when we entered, 90% of the plane was already full, including almost all overhead space. We had a huge delay, with close to zero explanation. When people asked about connections, they were told ""not my problem"", the temperature onboard was at 28 degrees, first we were told they can't change it, then later when half the plane complained, all of a sudden they could. I can accept delays, and even getting other seats. But the lack of courtesy, and plain rude behaviour of staff is not excusable. Last time I fly Turkish Airlines.",Detractor
"What a disappointment! We boarded the Turkish Airlines flight Kilimanjaro via Mombasa to Istanbul. This plane came from Istanbul - and was not cleaned during the stopover in Kilimanjaro. I found my seat dirty, used blankets and pillows - where I would be sitting for the next 9 hours during the night. Staff was tired and not friendly. The first stop would be Mombasa where the rest of the passengeres from Istanbul deboarded and others joined our flight back to Istanbul. On this 45 minute flights not even water was served and their were only 50 people on board. Take into account that at Kilimanjaro airport the shops where already closed during the night. At Mombasa the flight crew changed and cleaning staff came on board to ""clean"" the plane while we had to wait on board. They just folded away the used blankets - so the new passengers could use it. Everything on time, we departed from Mombasa at 3am. At 4am they turned on the light, served us a hot meal! Who wants to eat something at that time. Approx. 70% of people just wanted to sleep and did it. 5 hours later before landing at Istanbul, where most people woke up and were hungry, they just served a sandwich. Strange service concept. Istanbul AtatÃ¼rk airport is a mess to transfer. So crowded, bad announcements and dirty. I don't want to mentioned the toilets there. Flight to Hamburg was ok, staff was a little bit friendlier and meal good. Their English skills really basic. The A321-200 was in bad condition. Dirty, some bins taped to hold them closed, my IFE screen broken, sound not working. In all I'm disappointed by this service experience. Only positive: the flights were on time and we landed safely.",Detractor
"I haven't actually flown Turkish Airlines as I haven't been able to get so far as flying. I booked a flight via a travel web site to fly with Turkish Airlines in May 2016. Three days after receiving confirmation from the travel web site I checked the Turkish Airlines web site to see if I could choose my seats. The airline booking number given to me showed my reservations were cancelled. I checked my credit card and saw a charge of $824 for one ticket on my account and a pending charge of $3000 for the other 3 tickets purchased. I called the travel web site immediately since I know I am supposed to deal with them first. The rep for the travel web site contacted Turkish Airlines and kept me on hold for over an hour while he spoke with reservation agents and supervisors. Nobody could tell us exactly what happened or why. The agents simply stated the reservation was cancelled by the airline for some unknown reason. However, the reservation agents stated I would still be charged the full price for all four tickets as the tickets were non-refundable. Talk about unethical business practice. The airline screws up, cancels my booking without my consent or knowledge, and then charges me almost $4000. I understand charging the full price on a non-refundable ticket if the purchaser chooses to cancel, but how can the airline make that decision without any reason? The Turkish Airlines agent said nothing could be done on his end to rectify or correct the situation and that the travel web site agent would have to call a corporate sales office to work something out if it was possible. Mind you, nobody is saying I will get the situation taken care of. They are only saying I may be able to get the situation taken care of if I talk to the right people. I called Turkish Airlines myself the next day and was told the same thing: IF the situation can be fixed I would only be able to do so with the permission of the higher ups. When I asked for contact information for the corporate offices I was told to, ""look it up on the Internet and find it on my own."" Awesome customer service - just kidding. I did look up and call all of the corporate sales offices listed. None of them even put me through to a person. One had me on hold after the automated menu for 15 minutes and cut me off. Another simply had an auto message that stated, ""We cannot take your call. Goodbye."" And the others just rang. Realizing I may not resolve the issue before the pending charge of $3000 went through and a lot of time/red tape I promptly contacted my credit card company and explained the situation. The credit card company contacted Turkish Airlines and were given the same IFs and MAYs, so the credit card company went ahead and refunded me the $824 and promised to block the $3000 or refund it immediately if it went through before they could stop it. In other words book with caution as the customer service is awful and their practices can be very unethical.",Detractor
"Montreal to Ho Chi Minh City via Istanbul with Turkish Airlines. Value for your money, excellent quality of service. Flight attendants helpful, food was excellent, the seats were great and I did not experience a delay. No wifi on board. Inflight entertainment program is diverse. The only reason why I have stopped flying with Turkish airlines is because on the LH Miles&More program, to which they are affiliated, you only get 25 % of the miles you've actually flown, whatever your seating class is (I flew in business class and only got 2 % of the miles). The other setback is the fact that Istanbul Ataturk airport is one of their main hubs and this airport is just horrible - too small, totally unadapted to what ought to be a travelers experience today. So if you fly with Turkish Airlines, you're very likely to have to transit through this airport.",Promoter
Venice to Istanbul on a new A321 with the personal screens. Flight landed at Ataturk 15 minutes ahead of schedule. Cabin crew nice and efficient. Istanbul to Jakarta on an A330-200 with the old seats type which I personally do not like. Flight left 35 minutes late due to airport congestion but landed in Indonesia half an hour early. Both flights not full. I have noticed that food portions in Economy class have increased on long-haul flights. Food quality is top notch. I am an Elite Star Alliance Gold member and fly Turkish Airlines often and have never experienced any big delays or had luggage lost or damaged. The Business lounge at Ataturk airport is impressive.,Promoter
"Malaga to Istanbul on TK1306 on 22 January 2016. Having recently acquired Elite status on Turkish Airlines, I was well aware that they are great in the air but pretty ordinary on the ground. Based on this flight with my wife today, I am ready to change that opinion. TK has become pretty ordinary both in the air and on the ground. I was confident that we would get exit row seats at check in at Malaga but were told all seats were taken. Luckily, I prevailed on the agent to give us a window and aisle with the middle seat vacant, which she did. There is no in-flight recognition by Turkish Airlines of a person's Elite status. My wife's seat did not recline. The crew were downright poorly trained. They did not do a seat belt inspection before take off and landing, window blinds remained closed as well. Food service was surly. The rice was cold, got standard kebabs that were awful. When I asked for a second helping of water, I was met with a glare. The crew spoke very poor English - something very common with Turkish Airlines cabin crews. When we landed in Istanbul after being in a holding pattern for 45 minutes, we were at the far remote end of the airport. The first bus left and we were left standing in freezing weather waiting for the next bus. Then the chaos of IST airport. All in all, a pretty dismal experience. Dreading our connecting flight to DXB in the early hours but more on that later.",Detractor
"My flight Turkish Airlines from Tel Aviv to Munich via Istanbul was cancelled and I was not notified. I found out once I got to the airport. I went through a brief security before going to check my bag in. The women who checked my bag than got extremely upset, borderline yelling at me, saying that I didn't go through the security area. It got to the point where the man who put me through security had to come and calm her down. Incompetent in the fact that the new flight they put me on had a 7 hour layover in Istanbul. The check in person, promised my bag would go to Munich, which of course it didn't - when I finally arrived in Munich and talked to the representative about my missing baggage, she said that since I was flying back to Minneapolis the next day instead of sending my bag to Munich they would just send it to Minneapolis, than have it delivered to my house, which was a lie. When I tried to track my luggage once I was home it didn't work. I called their customer service, who to be extremely kind, are inadequate at all and any part of their job, to try to locate my bag. The gentleman stated my bag arrived in Minneapolis on Sunday, it was lost on a Friday, and that it should be shipped to my house tomorrow. The next day comes and still no bag so I call back. The man tells me that my bag just passed customs and they have 24 hours to deliver it to me. I wait two days before calling back, quite annoyed at this point. The man I talked to this time tells me my bag went to Munich and that's all he can see. So I let him know that other customer service staff I talked to were able to find out much more and he should get better at his job. He was than able to see my bag came to the US through Icelandair and is in MSP airport. I told him that everyone I've talked to has said it will be shipped to my house and when I would be able to expect it. He said they don't work with any delivery company in the US and that he isn't able to give me any more information. So when I asked him what I was supposed to do about getting my bag back and he responded with â€œI don't knowâ€, I don't think he was ready for the reaction he got. After showing him my frustration he was then able to locate the airline that my bag got to Minneapolis with and gave me their phone number. I called the airline and sure enough my bag had been sitting in their office all week. So after being lied to, by multiple people, that my bag would be shipped to my house, I had to make a 4 hour drive to the airport to pick it up over a week after it was lost. So don't fly this airline unless you want to be so upset that you write a short novel on how much you despise them.",Detractor
"Los Angeles to Tel Aviv via Istanbul and I've never flown Turkish Airlines, and after reading reviews I was nervous. At check in, I knew that one of my bags weighed more than the 50lb allowance, but the woman at the ticket counter was sweet enough to let it slide, and didn't charge me the extra fee. I flew with a friend who bought his ticket before mine, so we didn't have seats next to each other. The women at the gate were sweet enough to tell us there was a row in the back of the plane with nobody occupying it, so him and I were able to spread out amongst 3 seats and actually be comfortable. As soon as we took off they handed out coffee and drinks, little candies and a warm towel. My one issue is that by the time they got to our row, they had run out of the veggie option for dinner. I don't eat non-kosher meat so I ended up not eating, but that was my own fault for not requesting a special meal. The flight went by quickly, and the staff was very sweet and helpful. Even on the second flight, which was only an hour and a half long, we got served a dinner and drinks. The on-board chef even brought this little girl a cake out to the cabin because it was her birthday. I've never seen an airline do that, and it put a smile on my face seeing them go well out of their way to do something that sweet. Will absolutely fly them again!",Promoter
"We had four flights with Turkish Airlines in December 2015 and January 2016, and every one was a complete disaster. From the entertainment systems not working, rude and unhelpful staff to the delays and lost baggage. I have been trying to find where our bags are for three weeks and nobody can help. When we were delayed for over 8 hours they did not even provide water. Every queue we stood in the result was the same. Please go to counter 'XY' where they will help. It cost me an arm and a leg to get home and then they lost my luggage leaving my without clothes or toiletries. If you email them you will be met with a standard email template reply. To put the cherry on the top of our trip, when returning to Gatwick they left everyone's luggage in the carts and expected passengers to unload bags. Needless to say bags were being thrown around and dropped. See the picture.",Detractor
"I just returned from a trip where I used Turkish Airlines, flying from San Francisco to Rome via Istanbul. I left San Francisco on January 1st. Check in went fine. The flight was fine. I had a layover in Istanbul and then on to Rome. I got to Rome and had no luggage. I was told it was left in Istanbul. The form was filled out and I was told they would deliver it to me either the next day or the day after that. This made me nervous as we were leaving for a cruise 4 days after my arrival in Rome. I didn't hear anything the first day. I tried to call them all through the second day and it was constantly busy, so I emailed them. They responded and said they did not have my luggage. I emailed every day and got the same reply every day for four days until we left on the cruise. Everything I needed for that cruise was in that bag - all the formal gowns, shoes, purses, etc. Once onboard the ship, they also tried to contact Turkish Airlines, but were not given any type of response. I called the airline during the cruise. I was told my claim had been closed and that my luggage had been delivered. When I questioned them about this as I had not received my luggage, they stopped responding to me. I called again and they told me to call a different number which I did. In the end, I was told to call four different numbers before they told me to call back to the original number. Each time I was told they could not help me. When I returned to Rome 16 days later, I went to the airport to try and find my luggage. After a considerable amount of time, they found it. A bit too late, however. Not having my luggage meant my daughter and I could not attend the three formal gala nights on the ship - the thing we were most looking forward to. Although we tried not to let the situation ruin the cruise, it definitely was not the vacation we had hoped for. For my return flight, Turkish Airlines cancelled the first flight and rebooked me on a flight four hours later. They caused me to miss my connecting flight. They were not concerned about my second leg, although it was booked on their airline. When I pushed them to get me home, they ended up booking me on British Airways. When I asked about compensation for the 1500 euros I had to spend on clothes, toiletries, etc, I was told sorry, fill out a form and someone will probably get back to you. So, here I am, not getting compensation and no one will respond to my emails or talk to me in person. Save yourself a ton of heartache and use a different airline. If anyone from Turkish airlines is bothering to read this and actually wants to help, I would welcome an email from you.",Detractor
"Me and wife flew Turkish Airlines from Toronto to Lahore with a layover in Istanbul. The plane from Toronto to Istanbul was a little cramped for legroom, which was a 3x4x3 setting. I can't sit for very long and had to get up a few times and there was very little leg room to stretch my legs, my knees were almost touching the seat in front of me and I am not the tallest guy under 6'. Entertainment system was nice though, nice big screen with a lot of variety, the earbuds the airline provided are terrible for fitting, so just use yours with the adapter they provide. Touch screen is a little annoying as they don't have the best accuracy. One of the few airlines that provide care package that includes slippers, socks, ear plugs, toothbrush and paste, wich is really nice. If you have little kids they will come around prior to take off with little baggies for them. Plane was clean overall, and the crew were overall very nice although English is not the best, making it hard to understand at times. Food was hit and miss. The main meal was decent, the dessert was great. Our next flight after this was from Istanbul to Lahore and the seating was roomier thats for sure. I think I would have enjoyed the flight more if not for the 4 hour layover that was compounded with a 4 hour delay with another 2 hour delay on the tarmac. The plane was clean and the cabin crew were nice once again. The food was again hit and miss as this time the main meal was not so great, dessert was nice though. Also whats nice is that you can ask for a sandwhich or dessert anytime during the flight or get up and go the the kitchen area and they have water or juice ready for you. Coming back, again the planes were clean and cabin crew were nice. Entertainment system was working all the way through. No delays at the airport this time. Overall I would say this is a decent airline, not the best. They have one big flaw and that is they are known for delays. I was told even before I flew that be prepared for this, I took this remark with a grain of salt as I know that it happens with all airlines. When we got to Istanbul I have never seen so many delays and cancellation on the gate screen, so be prepared for that.",Passive
"Turkish Airlines from Istanbul to Bangkok, and an on-time departure - what a pleasant surprise! A330 with the latest IFE system which has a extensive selection of movies and live TV, and onboard WiFi. Attentive crew and Flying Chef. Cart service of appetizers and desserts was quite good. Wide selection of beverages. Main Course selections rather repetitive but of high quality. When everything goes according to plan Turkish Airlines, is really a great airline. Wish they were as good on the ground as they are in the air. Fingers crossed for the return flight.",Promoter
"Some snow in Istanbul the day before my flight completely overwhelmed Istanbul airport and Turkish Airlines. My flight was 4 hours late out of Berlin. The bus in IST took another 15 minutes to leave the plane and my connecting flight to Johannesburg was nowhere signposted, and no ground staff around that could be asked. Maybe that was just bad luck, but than the nightmare (3 am) began. There was a queue of hundreds of people in front of a transfer desk which did not move at all! There seemed to be quite some ground staff behind the counter, but it was not clear what they did except walking back and forth ignoring passengers' pleads. Children were sleeping on the floor next to the line. After three hours I left my travel companion in the line and walked the airport to find another less crowded travel desk. Here ground staff was also walking away from exhausted passengers and their questions. Ground staff sent passengers to the other transfer desk to get rid of them. I persisted and finally got a boarding pass for a day later. No offer of food, accommodation or anything (7 am). The flight the following day was again 3 hours late and did not make up for the disaster. Filthy seat, uninterested crew and poor food. I don't support reviewers opinion on food. The only smiles I got on the roundtrip was in TXL and JNB at check-in from non TK staff. Return trip was uneventful but I witnessed IST ground staff again walking away from customers who missed a connecting flight to Athens due to a late arrival. Will try to avoid TK and IST by all means.",Detractor
"Brussels to Istanbul with Turkish Airlines, and rather unacceptable leg room. Staff nothing to write home about. Very good food though. The flight from Istanbul to Seoul was best flight I've ever been on. Super friendly and accommodating staff, delicious food, good entertainment system, comfortable seats. A really pleasant surprise!",Promoter
